"R0000100","R0000500","R0000300","R0000400","R0410300","R0410100","R0410200","R0000900","R0001000","R0219114","R0006200","R0006300","R0007400","R0007500"
8262,1960,6,27,1962,8,-5,-4,65,7,55,15,50,30
8263,1964,6,28,1961,12,5,-3,75,16,76,16,5,21
8264,1959,9,-2,1957,11,-5,-3,18,1,-3,16,48,-2
8265,1959,8,21,1964,9,4,174,58,-4,25,37,-4,-3
8266,1959,7,7,1963,2,-5,606,11,37,31,34,45,43
8267,1960,5,-3,-5,2,6,460,60,41,27,19,-2,27
8268,1962,8,23,1961,10,30,482,42,24,47,9,7,48
8269,1961,5,15,1962,6,-5,-3,-1,32,8,28,12,-4
8270,1957,9,13,1959,8,-5,-3,1,50,21,-4,42,49
8271,1962,7,23,1961,1,-5,184,71,11,-1,-4,76,17
8272,1958,3,2,1963,4,20,-1,27,17,54,43,47,31
8273,1961,8,20,1958,-5,17,165,13,36,-3,-2,-3,39
8274,1962,1,-3,-5,3,19,51,40,11,14,48,57,36
8275,1962,4,26,1963,12,20,353,69,41,39,6,12,46
8276,1962,3,10,1962,10,30,724,-2,6,18,34,59,22
8277,1963,5,17,1958,-5,30,220,42,7,76,40,28,32
8278,1959,4,2,1963,3,15,174,-1,20,-3,-4,25,34
8279,1963,10,14,1963,-5,29,-2,-3,31,5,20,63,40
8280,1961,5,12,1963,2,28,497,69,-3,12,-3,11,-3
8281,1963,1,26,1958,4,15,658,39,48,28,2,3,17
8282,1960,11,13,1958,-5,-5,371,74,28,62,3,55,-4
8283,1964,5,9,1959,9,21,759,79,24,28,37,30,-4
8284,1960,5,10,-5,9,30,528,42,27,-1,35,8,34
8285,1960,1,-2,1964,3,16,398,19,4,53,35,5,43
8286,1960,2,6,1957,7,27,-3,13,36,-1,-4,-3,-4
8287,1963,12,17,1958,-5,27,797,53,48,24,34,38,40
8288,1964,12,25,1963,-5,23,462,-3,36,-2,47,-3,46
8289,1960,8,26,-5,-5,25,213,52,49,5,13,64,20
8290,1961,4,-3,1957,1,31,57,43,47,70,-2,9,39
8291,1964,2,24,1961,-5,8,493,-1,-4,32,13,-3,23
8292,1957,5,28,1959,5,16,345,47,20,9,36,55,24
8293,1958,8,28,1962,2,-5,44,54,20,13,-3,74,20
8294,1963,10,1,-5,10,20,-1,67,-3,67,43,45,6
8295,1964,6,27,-5,1,1,118,21,29,5,23,37,49
8296,1958,10,7,1957,-5,28,4,28,6,52,18,47,-4
8297,1962,3,-3,-5,11,21,-1,-1,18,17,-4,-4,46
8298,1957,2,27,1960,-5,10,-1,28,-3,67,23,42,40
8299,1957,5,15,-5,2,12,526,16,3,33,-3,11,35
8300,1962,4,-2,1958,9,23,665,59,49,52,-3,58,45
8301,1963,8,28,-5,6,-5,-1,22,22,7,29,-4,3
8302,1962,3,27,1961,3,26,812,71,25,4,8,20,10
8303,1957,7,3,1958,7,6,219,75,42,-3,47,-3,-2
8304,1961,6,2,1957,3,20,248,69,27,70,17,66,21
8305,1964,9,-3,1961,-5,19,138,-1,28,11,49,3,42
8306,1962,11,18,1960,2,3,377,9,5,-1,-4,-3,-4
8307,1960,1,8,1960,4,4,38,32,-4,21,21,51,24
8308,1963,11,-3,1959,3,20,-3,-2,19,-4,11,52,21
8309,1959,3,-3,-5,4,-5,709,58,36,69,20,-4,6
8310,1964,10,15,1960,10,6,805,50,20,8,38,40,-3
8311,1961,2,3,-5,7,10,546,42,50,41,42,-4,8
8312,1964,9,23,1964,10,25,706,44,29,8,17,52,13
8313,1958,8,9,1958,-5,2,271,53,34,1,36,-2,29
8314,1962,8,14,1961,-5,24,-2,45,6,3,29,47,-3
8315,1959,11,26,1963,-5,26,799,-2,27,35,28,-4,9
8316,1958,4,1,1959,8,7,1,51,12,13,35,52,12
8317,1964,8,28,-5,9,15,657,23,8,65,47,75,-2
8318,1963,3,20,1964,6,7,781,72,49,-3,28,-2,46
8319,1962,4,-2,1960,1,24,576,29,-4,20,19,17,43
8320,1960,12,14,1963,10,14,734,26,28,46,28,17,-4
8321,1964,10,13,1964,-5,-5,414,-1,3,69,14,64,14
8322,1958,1,5,1962,2,18,734,-3,49,59,29,60,49
8323,1958,5,21,1960,3,31,549,25,28,-1,32,72,32
8324,1959,1,-3,-5,4,21,598,-1,15,-1,20,4,42
8325,1963,8,31,1961,11,1,226,4,22,7,41,77,22
8326,1961,3,-3,1961,4,21,831,61,32,-3,22,73,-2
8327,1959,2,8,1962,2,20,745,59,28,43,20,41,40
8328,1959,9,3,1962,4,17,646,67,-3,15,-3,4,11
8329,1961,6,21,1957,8,14,594,55,-3,4,45,16,14
8330,1959,1,29,-5,3,11,181,14,31,65,24,-4,-4
8331,1960,10,-3,-5,11,-5,782,10,21,-2,40,47,6
8332,1962,2,-2,1964,-5,19,-3,-1,-3,32,31,17,-2
8333,1960,2,6,1963,-5,17,412,12,17,40,44,-2,-4
8334,1963,6,-2,1961,7,11,202,-3,37,22,31,22,-4
8335,1958,9,25,1962,6,19,211,70,34,5,3,16,24
8336,1960,4,29,1962,-5,30,20,55,27,-1,23,53,45
8337,1963,5,5,1963,8,-5,36,-2,30,19,25,30,20
8338,1960,6,20,-5,11,3,477,41,-3,-1,-2,-3,43
8339,1964,7,1,1962,5,30,583,67,-4,33,-3,48,-2
8340,1957,6,3,-5,-5,-5,-4,-3,10,-2,-2,-3,-4
8341,1959,5,26,1958,1,-5,219,79,40,37,40,-4,50
8342,1957,5,22,1959,10,27,607,22,1,27,2,60,4
8343,1957,6,-2,1963,-5,30,-4,78,-4,71,28,9,27
8344,1957,9,30,1959,6,24,429,49,1,15,6,79,48
8345,1964,2,26,1961,10,25,368,33,33,18,19,75,27
8346,1961,7,20,1963,-5,5,700,48,14,71,25,50,16
8347,1962,1,23,1960,12,14,652,26,-4,37,31,6,9
8348,1964,4,10,-5,9,26,392,72,47,48,1,20,-4
8349,1957,7,-3,1959,9,-5,531,1,22,13,-3,2,2
8350,1958,5,16,1964,4,1,35,56,15,73,-4,-2,3
8351,1958,12,-2,1962,12,1,188,49,39,-3,5,3,50
8352,1962,10,-3,1958,10,-5,472,24,42,-4,37,19,14
8353,1963,3,-2,1957,-5,-5,758,32,-4,-2,-4,51,32
8354,1964,4,6,-5,11,-5,319,43,6,79,-3,63,36
8355,1961,6,3,-5,4,29,52,18,-4,42,42,59,17
8356,1959,4,26,1957,5,8,104,2,49,-2,43,68,27
8357,1961,7,26,1957,7,22,53,51,9,-1,28,60,-3
8358,1957,7,18,-5,2,-5,180,16,23,57,25,67,13
8359,1957,9,1,1960,1,6,435,66,23,36,18,18,49
8360,1957,10,-3,-5,9,-5,-1,-3,36,67,-2,17,37
8361,1961,11,22,1958,3,14,186,47,3,66,37,15,34
8362,1957,10,13,1961,12,21,742,56,39,51,-3,-2,-2
8363,1964,8,24,-5,-5,22,-4,57,20,-1,29,-4,-4
8364,1961,2,-2,1960,11,20,706,-1,2,79,39,49,27
8365,1963,10,6,1961,-5,-5,245,70,34,67,43,33,31
8366,1958,1,1,1958,-5,30,438,71,35,26,15,52,19
8367,1957,4,-3,-5,6,25,-2,21,25,58,-2,49,19
8368,1957,6,9,1960,5,5,-1,52,20,62,-3,-2,-3
8369,1960,4,-3,1958,4,3,319,27,46,21,27,75,22
8370,1960,4,-3,1959,8,12,777,78,40,7,29,51,8
8371,1960,4,17,1958,3,2,41,25,38,19,14,32,-3
8372,1959,8,-2,1963,7,-5,603,72,32,-4,13,-3,3
8373,1964,2,-2,1961,2,-5,252,46,-3,19,-4,45,2
8374,1963,8,1,1958,2,9,10,67,50,-2,-4,-2,43
8375,1962,12,20,-5,7,-5,163,-3,15,32,22,34,-3
8376,1958,6,3,1963,4,20,-3,27,45,-3,-2,33,2
8377,1958,6,3,1963,5,30,379,17,48,-3,43,-2,15
8378,1957,9,5,1964,4,-5,187,30,-3,49,39,-3,-4
8379,1960,2,2,1957,8,24,709,-4,-3,18,-4,-2,45
8380,1964,4,-3,1962,-5,-5,150,-3,41,37,30,-3,47
8381,1961,11,24,1958,2,14,-4,35,-3,73,35,22,22
8382,1963,10,12,1964,-5,17,833,75,25,-4,50,76,21
8383,1962,3,7,1957,-5,21,-1,18,37,5,42,35,-3
8384,1958,8,9,1957,4,30,392,31,25,2,26,-3,-4
8385,1964,11,14,-5,3,-5,258,76,21,70,41,-3,1
8386,1960,10,2,1958,10,30,802,18,27,78,-3,9,1
8387,1960,11,3,1960,2,13,21,74,18,75,15,54,35
8388,1964,1,3,1959,8,1,-2,-2,1,64,-4,-4,-2
8389,1963,12,24,1962,4,3,96,-4,47,74,26,73,41
8390,1959,7,-3,1957,1,19,523,11,16,31,21,6,46
8391,1960,6,-2,-5,1,12,740,1,48,78,44,46,19
8392,1963,10,-3,1964,3,21,593,30,50,61,4,16,37
8393,1960,9,13,1961,6,26,655,10,-4,45,27,49,21
8394,1962,4,14,1964,-5,27,499,14,33,63,15,53,15
8395,1961,11,9,-5,12,31,801,48,45,23,23,61,25
8396,1963,4,4,-5,8,31,-3,72,6,47,-3,74,50
8397,1964,5,30,1961,1,9,399,30,9,1,50,26,-4
8398,1960,5,3,1960,12,-5,419,42,28,46,-3,48,22
8399,1963,9,24,1959,3,-5,712,56,35,47,2,67,22
8400,1964,11,-2,-5,-5,-5,102,75,-3,42,32,4,6
8401,1959,2,-3,-5,7,11,690,36,21,-2,17,74,-2
8402,1964,8,28,1961,8,24,-2,35,50,-2,-4,-2,43
8403,1964,4,2,1960,-5,27,257,-2,-4,50,17,52,8
8404,1962,5,17,-5,5,22,-2,21,33,39,-3,52,17
8405,1958,10,-3,-5,9,28,-2,50,45,73,13,65,49
8406,1962,7,-3,1958,8,4,182,68,8,21,35,57,20
8407,1957,2,18,1960,6,22,769,60,10,20,-3,78,21
8408,1957,5,7,1960,3,1,484,25,14,9,-3,13,-4
8409,1959,12,30,-5,-5,6,669,54,46,2,-4,61,34
8410,1963,4,6,1961,6,9,827,50,33,10,9,-2,16
8411,1962,1,-3,-5,2,-5,54,-2,30,59,18,18,1
8412,1959,1,11,1958,-5,4,656,24,43,25,-3,10,6
8413,1964,11,9,1962,-5,13,169,75,-3,3,45,-4,39
8414,1962,5,30,1964,1,-5,501,40,46,46,33,-4,36
8415,1963,3,11,1964,12,16,370,19,12,34,41,54,-4
8416,1964,10,-2,-5,8,4,585,-1,-3,45,-2,-2,-4
8417,1962,6,21,1957,1,27,-3,54,7,32,-3,-4,-2
8418,1962,4,26,1964,-5,11,444,28,8,20,-3,3,-4
8419,1960,2,21,1961,-5,3,271,-2,3,72,49,56,7
8420,1961,4,-3,-5,-5,10,439,57,15,-3,10,67,27
8421,1960,5,20,-5,4,-5,704,56,18,-2,-2,4,40
8422,1959,10,4,1959,12,25,73,12,44,-3,25,51,25
8423,1964,5,20,1959,1,-5,198,16,30,75,19,35,25
8424,1964,10,28,1958,11,19,332,-2,24,57,36,50,33
8425,1963,10,2,-5,1,27,103,10,24,71,12,14,-3
8426,1958,7,5,1959,10,23,563,24,39,56,5,34,-3
8427,1959,11,15,1962,5,27,252,34,20,34,25,68,23
8428,1960,5,-2,1959,1,9,-2,-1,8,14,14,67,-4
8429,1961,5,10,1960,3,7,-3,55,45,21,42,-2,26
8430,1957,11,21,1958,3,7,299,30,-4,47,31,3,15
8431,1957,9,12,1958,2,26,-3,68,-4,14,-4,64,21
8432,1963,9,7,1959,-5,-5,267,14,42,15,-4,14,4
8433,1964,7,-3,1963,3,18,782,70,44,62,-3,79,-4
8434,1963,3,-2,-5,7,28,814,-3,39,38,45,49,-4
8435,1959,3,22,1957,11,1,608,36,-4,18,34,22,6
8436,1963,6,-3,1962,10,-5,55,38,-3,25,38,72,41
8437,1958,8,9,1957,1,7,406,57,10,1,8,-2,23
8438,1959,9,24,1960,12,-5,702,53,30,33,39,36,-3
8439,1961,6,9,1957,5,26,550,68,41,31,14,17,20
8440,1961,1,-3,-5,9,13,335,52,-4,54,26,47,-3
8441,1959,3,18,1963,4,-5,122,29,6,-3,35,46,23
8442,1957,11,21,-5,3,18,533,8,6,14,26,67,22
8443,1963,8,15,1963,11,-5,804,30,43,23,-3,25,18
8444,1962,9,2,1960,-5,21,-4,21,5,-3,14,21,14
8445,1962,8,1,1959,8,28,-3,-3,12,13,9,11,2
8446,1962,8,-2,1957,-5,18,523,-1,23,66,1,38,-3
8447,1964,11,27,1957,1,6,9,31,17,-2,-2,2,-4
8448,1959,12,15,1962,2,3,477,32,21,42,14,25,41
8449,1963,5,16,1959,12,25,-3,-2,25,-4,-3,79,28
8450,1957,6,-3,1960,4,7,-1,26,34,55,-3,-4,39
8451,1964,12,2,1957,2,9,583,68,-3,33,19,28,35
8452,1964,3,30,-5,3,30,-4,11,-3,-1,-3,62,13
8453,1958,5,2,1958,-5,27,-4,51,35,35,-2,29,38
8454,1961,9,29,-5,9,24,40,42,32,32,25,77,-3
8455,1962,8,31,1960,4,-5,294,70,42,5,31,16,44
8456,1964,5,16,1963,12,13,637,18,41,46,22,30,9
8457,1957,3,7,1961,2,25,814,51,-4,64,35,-3,13
8458,1963,12,28,1960,-5,-5,795,16,-3,10,29,7,23
8459,1962,8,-2,1964,8,26,85,-2,22,69,9,48,-2
8460,1964,2,12,-5,2,-5,156,1,27,-3,11,-3,-4
8461,1959,1,22,1962,3,8,258,77,50,76,23,-2,6
8462,1963,4,-3,1963,5,18,686,-3,14,25,28,52,44
8463,1960,7,23,1957,3,-5,310,53,13,44,43,15,41
8464,1958,4,-2,1959,12,1,748,-1,28,-2,30,40,24
8465,1964,3,7,1962,-5,18,800,51,25,68,25,42,36
8466,1964,5,-2,-5,2,-5,18,42,20,73,-3,-3,13
8467,1959,5,24,1963,-5,11,788,8,37,-4,-2,42,6
8468,1960,11,24,1963,-5,15,-4,75,-3,18,25,-2,31
8469,1962,4,23,-5,12,-5,427,-4,46,52,8,1,33
8470,1964,7,21,-5,-5,15,187,39,19,46,-4,40,19
8471,1960,7,17,1958,11,10,183,15,36,59,-3,-2,14
8472,1963,3,4,1964,9,10,449,40,17,1,4,75,28
8473,1962,6,16,1961,-5,22,656,-1,-4,-1,7,-2,-3
8474,1958,6,-2,1960,12,3,265,18,-4,-2,36,-4,-3
8475,1957,4,-2,1964,9,12,383,42,49,54,15,7,3
8476,1960,8,16,-5,6,22,-3,52,-4,56,11,37,-2
8477,1961,2,20,1957,7,-5,374,-3,5,22,37,36,16
8478,1962,1,29,-5,4,22,275,72,-4,41,40,2,37
8479,1957,4,22,1961,2,7,564,-2,19,20,21,35,-4
8480,1963,1,24,1963,9,3,805,17,49,60,7,65,-4
8481,1963,7,17,-5,1,17,166,63,44,65,35,22,14
8482,1958,11,7,1963,2,-5,-1,8,6,-1,5,22,-3
8483,1960,12,13,-5,8,18,652,71,23,-4,15,-4,35
8484,1961,6,7,1957,12,12,602,56,17,29,-3,14,19
8485,1963,6,12,-5,6,2,464,11,1,-3,-4,19,17
8486,1959,9,8,1961,10,24,210,70,6,-3,32,67,20
8487,1958,12,17,1957,-5,-5,301,74,41,11,11,65,50
8488,1961,5,-3,1958,2,6,-2,23,26,65,19,31,45
8489,1964,4,21,-5,7,12,820,30,5,16,-3,71,34
8490,1960,5,25,1958,4,17,355,72,29,74,7,25,46
8491,1961,1,-2,1964,11,19,513,-3,4,48,49,58,-3
8492,1961,9,-2,1957,5,29,533,21,-4,41,18,32,20
8493,1958,11,25,1962,12,5,797,-1,49,54,31,41,42
8494,1962,5,26,1958,2,-5,-3,5,21,-3,40,73,-4
8495,1959,10,27,-5,-5,2,794,75,15,44,49,-3,39
8496,1960,9,24,1958,1,9,-3,30,8,-4,-4,-2,42
8497,1958,5,23,-5,2,-5,600,29,8,6,20,-3,1
8498,1960,5,19,1963,1,16,724,23,38,30,8,67,26
8499,1959,1,12,1963,-5,8,449,26,45,4,22,-2,35
8500,1964,8,9,1962,6,-5,377,70,-3,51,15,-2,-4
8501,1957,8,-3,1959,2,3,248,73,27,50,21,16,9
8502,1963,5,18,-5,11,-5,-2,53,37,27,50,-3,-2
8503,1958,4,18,-5,12,1,-3,-2,-4,32,3,7,29
8504,1964,11,11,1957,5,6,668,38,12,56,-2,76,39
8505,1960,6,6,1960,4,16,819,11,42,38,43,40,38
8506,1960,7,19,1963,1,-5,78,7,31,54,19,-3,32
8507,1963,3,21,1958,-5,17,174,-2,-4,76,19,78,1
8508,1959,7,6,1958,2,9,202,6,27,23,19,-3,5
8509,1961,12,-2,-5,1,5,332,13,22,68,42,33,17
8510,1963,11,11,-5,-5,14,178,7,8,62,43,-2,-3
8511,1958,9,-3,1957,-5,-5,310,-1,42,75,15,-2,7
8512,1961,5,16,1959,-5,20,802,61,49,29,14,37,9
8513,1958,9,23,1958,5,18,758,55,-3,36,-2,20,-3
8514,1959,5,23,-5,4,22,-1,74,32,78,31,46,6
8515,1960,10,26,-5,-5,14,438,56,37,-3,32,15,12
8516,1963,4,26,1958,8,-5,88,19,41,74,-2,75,-2
8517,1963,3,24,1958,8,29,595,28,15,-1,19,-2,45
8518,1963,12,23,1957,4,19,833,-4,-4,71,23,-3,15
8519,1962,9,20,1963,11,2,561,33,26,5,25,64,-2
8520,1957,5,-2,1960,5,10,277,-1,-3,65,-3,-2,29
8521,1961,3,25,1958,4,-5,-1,74,8,18,39,55,31
8522,1960,9,1,1960,11,-5,60,73,16,-2,-4,31,-3
8523,1963,5,31,1957,5,2,795,53,31,45,24,56,31
8524,1960,2,-3,1959,10,6,54,7,30,22,15,63,17
8525,1961,3,29,1957,9,2,360,-3,21,-3,-3,14,43
8526,1964,7,2,1959,1,-5,326,-4,8,14,-2,-4,-3
8527,1957,5,22,1962,7,3,695,3,40,70,3,63,32
8528,1959,4,7,-5,-5,-5,714,59,32,69,10,44,22
8529,1961,7,10,1957,11,-5,-3,54,14,20,39,-2,29
8530,1959,12,15,1964,-5,4,755,31,38,10,3,47,47
8531,1962,6,11,1959,-5,2,525,64,43,45,14,42,36
8532,1957,12,4,1960,9,3,144,-2,1,79,5,20,37
8533,1959,9,11,-5,-5,7,451,-4,44,6,23,59,36
8534,1962,12,6,1963,3,-5,275,-4,29,43,-3,-2,25
8535,1960,11,7,1957,-5,15,645,34,44,20,37,42,44
8536,1957,3,28,-5,10,19,470,35,-4,66,10,-4,13
8537,1959,3,3,1957,-5,21,579,31,25,34,-2,61,48
8538,1964,8,10,1960,12,25,-3,68,-4,32,-2,25,27
8539,1957,10,-3,1958,6,17,690,28,20,22,5,10,-3
8540,1961,6,27,1961,11,3,685,5,16,29,10,79,30
8541,1963,4,23,1960,12,28,840,13,49,-1,-2,5,-2
8542,1960,7,20,-5,8,3,292,-3,-3,65,33,29,41
8543,1961,3,-3,1958,1,-5,808,62,20,23,48,1,42
8544,1957,11,22,1959,3,26,37,-1,23,-2,18,8,28
8545,1957,6,26,1962,7,-5,-4,74,29,49,9,2,42
8546,1960,1,9,-5,-5,7,507,58,-3,54,46,-4,23
8547,1961,12,12,1958,10,-5,737,73,6,-4,22,39,39
8548,1963,9,1,1959,9,28,450,60,50,48,26,32,-3
8549,1962,7,7,1962,5,16,760,14,40,41,2,16,-3
8550,1959,3,2,1964,3,3,-1,74,30,64,33,30,-4
8551,1961,1,25,1958,11,-5,165,1,10,6,-2,56,45
8552,1962,11,10,1960,3,8,784,-3,34,8,-2,31,22
8553,1964,8,18,-5,11,24,407,13,-3,-4,14,71,-4
8554,1964,8,28,1964,3,-5,395,16,34,-4,-2,14,13
8555,1961,1,31,-5,11,21,-1,33,36,3,36,39,47
8556,1959,3,-2,1963,3,15,518,44,50,58,41,22,8
8557,1962,1,22,1957,7,22,495,5,27,-1,15,12,6
8558,1958,6,10,1958,-5,21,749,-2,29,43,21,67,32
8559,1960,8,16,1959,7,2,135,-3,48,38,-4,-2,-2
8560,1961,6,19,1962,4,-5,459,-2,32,6,-4,23,26
8561,1960,8,11,1961,9,13,558,75,5,14,15,-2,13
8562,1963,12,13,1962,9,30,509,60,4,-1,14,-2,28
8563,1961,12,15,-5,-5,29,532,-2,28,-3,32,66,-3
8564,1957,1,18,1960,8,31,313,31,38,52,17,78,20
8565,1960,6,8,1959,5,20,302,3,6,-2,26,68,-2
8566,1959,7,27,1961,5,12,-2,27,11,3,1,34,-4
8567,1964,2,22,1959,-5,21,152,8,38,2,41,7,43
8568,1960,12,-2,1958,9,21,418,18,-4,36,23,60,28
8569,1958,10,25,-5,7,15,557,42,32,17,3,60,35
8570,1961,12,-2,1960,10,-5,636,46,4,72,4,30,21
8571,1961,7,20,1960,-5,5,535,-1,-3,-1,-2,-4,20
8572,1962,5,17,1960,-5,12,802,77,14,9,4,10,48
8573,1962,4,30,-5,2,-5,216,9,43,-2,42,71,17
8574,1962,1,6,1957,6,18,604,56,41,36,50,42,-4
8575,1958,12,2,-5,1,25,751,7,-4,10,40,-2,1
8576,1959,5,-3,1960,3,-5,173,-3,22,48,40,10,46
8577,1960,11,10,-5,-5,16,-4,75,50,79,16,5,5
8578,1964,12,28,1962,5,29,222,23,12,28,22,30,31
8579,1958,9,-2,-5,-5,5,-1,4,23,79,-4,10,46
8580,1964,7,16,-5,12,29,260,-3,23,78,8,49,9
8581,1957,9,7,1963,-5,12,516,17,38,45,-4,-4,11
8582,1962,12,29,1964,12,3,579,17,-3,17,17,23,28
8583,1959,10,16,1957,4,6,-1,6,12,51,37,20,13
8584,1957,10,30,1962,1,18,400,15,26,-4,28,72,20
8585,1958,7,30,1960,12,9,406,59,-3,-1,4,22,7
8586,1960,8,27,-5,3,1,797,-4,26,-3,-4,73,29
8587,1957,5,1,-5,3,23,736,61,1,58,14,69,-4
8588,1964,9,30,1961,-5,-5,785,9,-3,2,39,44,26
8589,1962,8,28,1957,-5,18,826,18,30,-1,7,55,41
8590,1958,8,6,1964,4,20,381,53,27,49,22,7,32
8591,1957,12,10,1964,11,10,-2,10,13,-2,48,10,29
8592,1960,3,-3,1960,-5,5,691,55,-3,-3,9,47,-2
8593,1963,6,30,1961,6,23,163,-3,10,74,14,72,18
8594,1957,2,4,1962,7,-5,-2,78,19,61,6,62,-2
8595,1959,4,8,1964,1,27,57,60,28,-2,-3,21,46
8596,1961,8,17,1958,1,21,796,46,17,75,-2,-3,18
8597,1964,2,-2,-5,8,25,-1,8,5,72,37,42,10
8598,1961,11,-2,-5,-5,20,17,17,9,-3,21,29,31
8599,1961,6,9,1960,7,-5,812,62,4,-1,28,61,31
8600,1962,4,5,1962,11,4,49,60,32,67,37,75,12
8601,1964,5,15,1963,3,4,-4,-4,34,45,30,-4,38
8602,1961,5,-2,-5,3,7,833,-1,28,-1,40,74,3
8603,1958,2,21,1959,6,13,660,78,43,-1,31,76,17
8604,1963,3,11,-5,2,3,-3,-2,18,52,31,-4,42
8605,1962,7,9,1962,1,11,394,44,39,-3,9,8,5
8606,1961,8,24,1957,7,1,364,-3,24,70,37,6,8
8607,1958,8,-3,1957,-5,-5,738,79,42,74,-4,21,48
8608,1961,4,29,-5,4,17,423,13,49,27,8,23,11
8609,1959,4,23,1964,-5,6,700,-3,8,-3,-2,69,3
8610,1960,7,28,1960,6,21,813,-2,-3,-4,31,-4,50
8611,1962,4,25,-5,10,-5,590,-1,14,10,42,68,10
8612,1964,1,-2,1961,12,20,711,58,37,42,40,12,24
8613,1962,9,1,1958,-5,24,-2,-2,-3,-4,44,76,38
8614,1964,12,27,1957,12,26,754,61,33,7,4,37,23
8615,1958,10,3,1962,-5,19,177,74,28,12,18,-2,8
8616,1958,10,6,-5,3,4,123,-1,34,37,9,36,35
8617,1963,1,9,-5,2,14,486,10,48,13,9,78,11
8618,1964,10,24,1958,8,2,416,31,3,52,5,20,-2
8619,1961,8,12,1958,-5,15,84,55,-4,37,25,3,-2
8620,1962,5,-2,1961,11,16,673,-1,-4,60,3,45,13
8621,1962,8,10,-5,12,10,440,10,37,43,-2,54,1
8622,1964,1,24,1959,1,-5,744,-4,19,69,38,53,49
8623,1964,5,10,1963,12,-5,418,18,-4,-3,-2,6,-3
8624,1963,7,14,1957,11,12,-4,73,36,6,-4,9,43
8625,1961,4,4,1962,7,-5,553,-3,46,-2,46,-3,-2
8626,1962,3,30,1958,-5,23,104,32,12,78,47,-4,46
8627,1958,11,7,-5,10,21,20,-1,23,66,46,21,8
8628,1960,12,23,1960,6,1,634,15,39,73,46,-4,29
8629,1963,7,5,-5,10,26,619,16,-4,66,-4,27,31
8630,1958,1,4,1963,9,-5,704,56,9,-1,9,42,19
8631,1963,2,13,1964,7,2,251,-4,17,-3,-4,-3,-2
8632,1958,4,25,1964,6,10,780,39,46,32,24,47,-3
8633,1961,12,9,1961,-5,-5,91,20,44,25,41,60,8
8634,1959,6,29,1962,6,10,690,36,42,60,30,32,34
8635,1961,5,2,-5,8,31,763,29,50,58,45,-4,-2
8636,1957,12,12,1963,-5,8,135,72,27,57,23,36,4
8637,1963,5,4,1963,-5,-5,307,69,40,29,1,-2,-2
8638,1961,1,-3,-5,-5,26,-4,35,-3,42,3,34,-4
8639,1957,3,17,1960,2,3,454,58,8,30,12,-4,41
8640,1959,6,7,1964,10,12,641,17,-4,6,-3,35,-2
8641,1959,1,2,1962,1,22,614,42,-4,-4,28,61,10
8642,1962,3,8,1964,10,6,-4,-3,26,-4,6,50,-4
8643,1962,6,19,1958,2,16,-3,59,4,42,-3,57,-3
8644,1963,2,23,1960,7,8,119,-2,20,-2,15,66,4
8645,1959,10,26,1962,6,7,644,72,-4,20,-3,42,-2
8646,1962,12,25,1958,11,27,111,71,35,-2,24,14,38
8647,1964,9,7,1962,-5,23,239,-3,5,62,29,54,34
8648,1964,11,28,-5,-5,14,138,4,-4,12,44,30,4
8649,1962,11,16,-5,9,8,757,15,3,18,47,41,-2
8650,1957,1,2,1964,7,6,276,39,30,51,14,60,4
8651,1960,6,10,-5,2,14,317,23,27,75,14,46,41
8652,1957,8,17,1964,4,14,-4,-1,23,76,50,73,42
8653,1961,3,25,1959,10,-5,268,-4,33,42,31,59,4
8654,1961,4,-3,1957,1,-5,141,-2,22,-2,16,27,35
8655,1962,4,5,-5,4,12,103,2,25,-4,4,79,41
8656,1961,7,30,1958,4,5,-3,42,25,61,47,-3,-4
8657,1963,5,-3,-5,-5,-5,-1,-2,36,57,23,51,1
8658,1961,1,1,1962,1,23,12,64,22,24,18,42,-4
8659,1958,7,9,1958,-5,24,-3,-1,48,20,-4,-4,5
8660,1959,12,20,1959,6,-5,213,44,6,45,27,7,-2
8661,1962,10,10,1964,11,13,-4,-2,13,-2,-4,19,11
8662,1963,9,6,1960,9,-5,78,53,-3,8,35,38,-3
8663,1960,3,9,1961,7,-5,517,6,14,60,-2,45,42
8664,1960,9,4,1960,1,6,496,57,-4,67,38,31,7
8665,1963,9,9,-5,7,-5,-4,55,5,50,19,26,32
8666,1957,11,9,1963,11,30,282,74,4,60,17,29,41
8667,1959,11,1,1962,3,11,678,-3,39,46,34,72,19
8668,1959,11,9,-5,4,-5,763,-2,29,-4,-3,22,-2
8669,1958,2,23,-5,12,6,601,35,5,12,40,57,29
8670,1958,10,10,-5,3,-5,752,74,-3,34,33,48,5
8671,1960,9,6,1964,10,11,548,-4,43,-4,45,21,8
8672,1957,7,-2,1959,7,7,408,47,28,57,38,3,34
8673,1963,8,17,1959,5,-5,305,-1,-4,45,26,23,34
8674,1962,9,16,1959,2,3,739,42,39,24,25,8,1
8675,1961,5,-2,1963,4,4,-2,5,17,26,3,67,25
8676,1962,2,4,1963,1,16,796,-4,41,-1,-2,57,14
8677,1957,4,-2,1961,3,23,69,32,30,79,20,40,22
8678,1962,1,23,1961,9,20,388,38,18,32,31,48,-4
8679,1964,10,6,1964,5,18,76,37,32,61,12,16,50
8680,1958,6,7,-5,-5,20,461,74,8,69,-4,32,38
8681,1962,8,-3,1958,7,-5,202,-1,7,69,25,-2,14
